"","title","doi","arxiv_id","ads_id","altmetric_jid","issns","journal","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","type","altmetric_id","cited_by_gplus_count","cited_by_fbwalls_count","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","cited_by_feeds_count","cited_by_rdts_count","cited_by_msm_count","cited_by_delicious_count","cited_by_forum_count","cited_by_qs_count","cited_by_rh_count","cited_by_wikipedia_count","score","citeulike","mendeley","connotea","url","added_on","published_on","subjects","scopus_subjects","last_updated","readers_count","details_url","pmid","abstract","abstract_source","pmc","cited_by_pinners_count","cited_by_videos_count","schema","is_oa","cited_by_posts_count.1","cited_by_tweeters_count.1","cited_by_accounts_count.1","cited_by_wikipedia_count.1","cited_by_weibo_count","cited_by_policies_count","isbns"
"79","Hidden variables in bipartite networks","10.1103/physreve.84.026114","1104.3184","2011PhRvE..84b6114K","4f6fa6343cf058f610008518","1539-3755,1550-2376,","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics","4506762","5.1233691071599","2126193","49","2211236","5151","1.6835149514563","1282","71","3669","61031","4.9028015729969","24692","55","34175","176","1.2870628571429","27","81","144","article","241137",NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1.25,"0","20","0","http://dx.doi.org/10.1103/physreve.84.026114",1313808429,1312156800,"physiology,statisticsastopic,biophysics,","Physics and Astronomy, Mathematics, Physical Sciences, ",1313819801,20,"http://www.altmetric.com/details.php?citation_id=241137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Efficient and principled method for detecting communities in networks","10.1103/physreve.84.036103","1104.3590","2011PhRvE..84c6103B","4f6fa6343cf058f610008518","1539-3755,1550-2376,","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics","4504824","5.0923717479595","747892","82","3737459","5151","1.57268","287","94","4850","63567","4.5885054274297","10660","82","52662","177","1.0467954545455","7","95","169","article","259137",NA,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,1,5,"0","224","0","http://dx.doi.org/10.1103/physreve.84.036103",1315862856,1314835200,"physiology,statisticsastopic,biophysics,","Physics and Astronomy, Mathematics, Physical Sciences, ",1398342200,224,"http://www.altmetric.com/details.php?citation_id=259137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","A Month in the Life of Groupon","10.1016/j.elerap.2012.11.006","1105.0903","2011arXiv1105.0903B","4f6fa4df3cf058f610001f6b",",","Science","3627694","4.9472740289804","235123","93","3386705","27851","21.058941831239","7833","71","19886","62937","4.147012234651","4151","93","58700","720","17.53626147427","251","65","469","article","390599",NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,12,"0","38","0","http://dx.doi.org/10.1016/j.elerap.2012.11.006",1317672367,1293840000,",","General, ",1317672101,7,"http://www.altmetric.com/details.php?citation_id=390599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Collective Animal Behavior from Bayesian Estimation and Probability
  Matching","10.1371/journal.pcbi.1002282","1105.1117","2011arXiv1105.1117P","4f6fa5123cf058f610003349",",","PLoS Computational Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,13,18,1,NA,NA,NA,NA,NA,NA,NA,20.206,"3","111","0","http://dx.doi.org/10.1371/journal.pcbi.1002282",1320982078,1293840000,",","Mathematics, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, Biochemistry, Genetics and Molecular Biology, Environmental Science, Neuroscience, Computer Science, ",1352368064,114,"http://www.altmetric.com/details.php?citation_id=451238","22125487","Animals living in groups make movement decisions that depend, among other factors, on social interactions with other group members. Our present understanding of social rules in animal collectives is mainly based on empirical fits to observations, with less emphasis in obtaining first-principles approaches that allow their derivation. Here we show that patterns of collective decisions can be derived from the basic ability of animals to make probabilistic estimations in the presence of uncertainty. We build a decision-making model with two stages: Bayesian estimation and probabilistic matching. In the first stage, each animal makes a Bayesian estimation of which behavior is best to perform taking into account personal information about the environment and social information collected by observing the behaviors of other animals. In the probability matching stage, each animal chooses a behavior with a probability equal to the Bayesian-estimated probability that this behavior is the most appropriate one. This model derives very simple rules of interaction in animal collectives that depend only on two types of reliability parameters, one that each animal assigns to the other animals and another given by the quality of the non-social information. We test our model by obtaining theoretically a rich set of observed collective patterns of decisions in three-spined sticklebacks, Gasterosteus aculeatus, a shoaling fish species. The quantitative link shown between probabilistic estimation and collective rules of behavior allows a better contact with other fields such as foraging, mate selection, neurobiology and psychology, and gives predictions for experiments directly testing the relationship between estimation and collective behavior.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","How citation boosts promote scientific paradigm shifts and Nobel Prizes","10.1371/journal.pone.0018975","1105.1917","2011PLoSO...6E8975M","4f6fa5313cf058f6100043e3",",","PLoS ONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,2,1,NA,NA,NA,NA,NA,NA,14.056,"20","143","1","http://dx.doi.org/10.1371/journal.pone.0018975",1352232996,1293840000,",","Medicine, Agricultural and Biological Sciences, Life Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, ",1346331751,164,"http://www.altmetric.com/details.php?citation_id=1052072","21573229","Nobel Prizes are commonly seen to be among the most prestigious achievements of our times. Based on mining several million citations, we quantitatively analyze the processes driving paradigm shifts in science. We find that groundbreaking discoveries of Nobel Prize Laureates and other famous scientists are not only acknowledged by many citations of their landmark papers. Surprisingly, they also boost the citation rates of their previous publications. Given that innovations must outcompete the rich-gets-richer effect for scientific citations, it turns out that they can make their way only through citation cascades. A quantitative analysis reveals how and why they happen. Science appears to behave like a self-organized critical system, in which citation cascades of all sizes occur, from continuous scientific progress all the way up to scientific revolutions, which change the way we see our world. Measuring the ""boosting effect"" of landmark papers, our analysis reveals how new ideas and new players can make their way and finally triumph in a world dominated by established paradigms. The underlying ""boost factor"" is also useful to discover scientific breakthroughs and talents much earlier than through classical citation analysis, which by now has become a widespread method to measure scientific excellence, influencing scientific careers and the distribution of research funds. Our findings reveal patterns of collective social behavior, which are also interesting from an attention economics perspective. Understanding the origin of scientific authority may therefore ultimately help to explain how social influence comes about and why the value of goods depends so strongly on the attention they attract.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","From brain to earth and climate systems: Small-world interaction
  networks or not?","10.1063/1.3360561","1105.2257","2010Chaos..20a3134B","4f6fa4ea3cf058f6100024db",",","Chaos","4504945","5.0973687710101","3171691","22","1028675","505","2.9209563492063","188","54","273","93281","7.5285361063465","68165","21","19882","5","0.5625","3","20","1","article","1695180",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"1","59","0","http://dx.doi.org/10.1063/1.3360561",1376801346,1262304000,",","Physics and Astronomy, Mathematics, Physical Sciences, ",1376801321,51,"http://www.altmetric.com/details.php?citation_id=1695180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Deciphering Network Community Structure by Surprise","10.1371/journal.pone.0024195",NA,NA,"4f6fa5313cf058f6100043e3","1932-6203,","PLoS ONE","4753611","5.4914695915212","312877","93","4440565","83471","8.8708079549539","8946","89","74508","63678","5.0621942930728","4688","92","58989","1754","7.4079520821449","199","88","1555","article",NA,1,NA,39,22,23,NA,NA,NA,NA,NA,NA,NA,NA,13.3,"7","94","0","http://dx.doi.org/10.1371/journal.pone.0024195",1314914831,1314835200,"medicine,science,","Medicine, Agricultural and Biological Sciences, Life Sciences, Health Sciences, Biochemistry, Genetics and Molecular Biology, ",1452007129,101,"http://www.altmetric.com/details.php?citation_id=251029","21909420","The analysis of complex networks permeates all sciences, from biology to sociology. A fundamental, unsolved problem is how to characterize the community structure of a network. Here, using both standard and novel benchmarks, we show that maximization of a simple global parameter, which we call Surprise (S), leads to a very efficient characterization of the community structure of complex synthetic networks. Particularly, S qualitatively outperforms the most commonly used criterion to define communities, Newman and Girvan's modularity (Q). Applying S maximization to real networks often provides natural, well-supported partitions, but also sometimes counterintuitive solutions that expose the limitations of our previous knowledge. These results indicate that it is possible to define an effective global criterion for community structure and open new routes for the understanding of complex networks.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Heat shock partially dissociates the overlapping modules of the yeast protein-protein interaction network: a systems level model of adaptation.","10.1371/journal.pcbi.1002187",NA,NA,"4f6fa5123cf058f610003349","1553-7358,","PLoS Computational Biology","4505992","5.1115236646191","2979011","30","1396784","2888","11.813845514375","2372","14","432","70210","4.1036589895882","39396","40","28460","102","8.9693861386139","71","24","25","article",NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"3","62","0","http://dx.doi.org/10.1371/journal.pcbi.1002187",1319622141,1317427200,"computationalbiology,","Mathematics, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, Biochemistry, Genetics and Molecular Biology, Environmental Science, Neuroscience, Computer Science, ",1319633952,65,"http://www.altmetric.com/details.php?citation_id=429231","22022244","Network analysis became a powerful tool giving new insights to the understanding of cellular behavior. Heat shock, the archetype of stress responses, is a well-characterized and simple model of cellular dynamics. S. cerevisiae is an appropriate model organism, since both its protein-protein interaction network (interactome) and stress response at the gene expression level have been well characterized. However, the analysis of the reorganization of the yeast interactome during stress has not been investigated yet. We calculated the changes of the interaction-weights of the yeast interactome from the changes of mRNA expression levels upon heat shock. The major finding of our study is that heat shock induced a significant decrease in both the overlaps and connections of yeast interactome modules. In agreement with this the weighted diameter of the yeast interactome had a 4.9-fold increase in heat shock. Several key proteins of the heat shock response became centers of heat shock-induced local communities, as well as bridges providing a residual connection of modules after heat shock. The observed changes resemble to a 'stratus-cumulus' type transition of the interactome structure, since the unstressed yeast interactome had a globally connected organization, similar to that of stratus clouds, whereas the heat shocked interactome had a multifocal organization, similar to that of cumulus clouds. Our results showed that heat shock induces a partial disintegration of the global organization of the yeast interactome. This change may be rather general occurring in many types of stresses. Moreover, other complex systems, such as single proteins, social networks and ecosystems may also decrease their inter-modular links, thus develop more compact modules, and display a partial disintegration of their global structure in the initial phase of crisis. Thus, our work may provide a model of a general, system-level adaptation mechanism to environmental changes.","pubmed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Link prediction in complex networks: a local naïve Bayes model","10.1209/0295-5075/96/48007","1105.4005","2011EL.....9648007L","4f6fa6173cf058f6100072d3",",","EPL (Europhysics Letters)","4505992","5.1115236646191","3111276","22","1007478","1374","1.7010327749454","416","62","865","73579","4.0759918725706","44106","29","21379","94","1.0530752688172","13","82","78","article","446147",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"2","11","0","http://dx.doi.org/10.1209/0295-5075/96/48007",1320716053,1293840000,",","Physics and Astronomy, Physical Sciences, ",1320707518,13,"http://www.altmetric.com/details.php?citation_id=446147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Assessing Vaccination Sentiments with Online Social Media: Implications for Infectious Disease Dynamics and Control","10.1371/journal.pcbi.1002199",NA,NA,"4f6fa5123cf058f610003349","1553-7358,","PLoS Computational Biology","4729227","5.5465942099605","12937","99","4716463","3014","13.125715233986","25","99","2989","68130","4.5953440972273","113","99","68017","98","7.5037113402062","1","98","97",NA,NA,1,NA,115,82,99,10,NA,6,NA,NA,NA,NA,NA,186.894,"6","175","0","http://dx.doi.org/10.1371/journal.pcbi.1002199",1318548287,1318464000,"computationalbiology,","Mathematics, Agricultural and Biological Sciences, Life Sciences, Physical Sciences, Biochemistry, Genetics and Molecular Biology, Environmental Science, Neuroscience, Computer Science, ",1436470839,181,"http://www.altmetric.com/details.php?citation_id=402235","22022249","There is great interest in the dynamics of health behaviors in social networks and how they affect collective public health outcomes, but measuring population health behaviors over time and space requires substantial resources. Here, we use publicly available data from 101,853 users of online social media collected over a time period of almost six months to measure the spatio-temporal sentiment towards a new vaccine. We validated our approach by identifying a strong correlation between sentiments expressed online and CDC-estimated vaccination rates by region. Analysis of the network of opinionated users showed that information flows more often between users who share the same sentiments - and less often between users who do not share the same sentiments - than expected by chance alone. We also found that most communities are dominated by either positive or negative sentiments towards the novel vaccine. Simulations of infectious disease transmission show that if clusters of negative vaccine sentiments lead to clusters of unprotected individuals, the likelihood of disease outbreaks is greatly increased. Online social media provide unprecedented access to data allowing for inexpensive and efficient tools to identify target areas for intervention efforts and to evaluate their effectiveness.","pubmed","PMC3192813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
